model,cell,in_common,rho_grid,rho_self
tabpfn,"('splice', 'label_noise')",True,0.05,0.05
tabpfn,"('steel-plates-fault', 'covariate_shift')",True,0.0,0.0
tabpfn,"('steel-plates-fault', 'label_noise')",True,0.05,0.05
tabpfn,"('texture', 'covariate_shift')",True,0.2,0.1
tabpfn,"('texture', 'label_noise')",True,0.1,0.1
tabpfn,"('tic-tac-toe', 'covariate_shift')",False,0.8,0.8
tabpfn,"('tic-tac-toe', 'label_noise')",False,0.05,0.0
tabpfn,"('vehicle', 'covariate_shift')",False,0.05,0.0
tabpfn,"('vehicle', 'label_noise')",False,0.1,0.05
tabpfn,"('vowel', 'covariate_shift')",False,0.1,0.1
tabpfn,"('vowel', 'label_noise')",False,0.1,0.05
tabpfn,"('wall-robot-navigation', 'covariate_shift')",False,0.0,0.0
tabpfn,"('wall-robot-navigation', 'label_noise')",False,0.05,0.05
tabpfn,"('wdbc', 'covariate_shift')",True,0.05,0.0
tabpfn,"('wdbc', 'label_noise')",True,0.1,0.0
xgboost,"('GesturePhaseSegmentation', 'covariate_shift')",False,0.0,0.0
xgboost,"('GesturePhaseSegmentation', 'label_noise')",False,0.0,0.2
xgboost,"('MiceProtein', 'covariate_shift')",True,0.0,0.05
xgboost,"('MiceProtein', 'label_noise')",True,0.1,0.1
xgboost,"('PhishingWebsites', 'covariate_shift')",False,0.8,0.8
xgboost,"('PhishingWebsites', 'label_noise')",False,0.0,0.0
xgboost,"('analcatdata_authorship', 'covariate_shift')",True,0.1,0.1
xgboost,"('analcatdata_authorship', 'label_noise')",True,0.1,0.2
xgboost,"('breast-w', 'covariate_shift')",True,0.1,0.1
xgboost,"('breast-w', 'label_noise')",True,0.0,0.05
xgboost,"('car', 'covariate_shift')",False,0.8,0.8
xgboost,"('car', 'label_noise')",False,0.05,0.05
xgboost,"('churn', 'covariate_shift')",False,0.0,0.05
xgboost,"('churn', 'label_noise')",False,0.0,0.1
xgboost,"('climate-model-simulation-crashes', 'covariate_shift')",False,0.0,0.3
xgboost,"('climate-model-simulation-crashes', 'label_noise')",False,0.0,0.1
xgboost,"('cmc', 'covariate_shift')",False,0.0,0.1
xgboost,"('cmc', 'label_noise')",False,0.0,0.1
xgboost,"('cnae-9', 'covariate_shift')",False,0.6,0.6
xgboost,"('cnae-9', 'label_noise')",False,0.0,0.0
xgboost,"('credit-approval', 'covariate_shift')",False,0.0,0.0
xgboost,"('credit-approval', 'label_noise')",False,0.0,0.1
xgboost,"('credit-g', 'covariate_shift')",False,0.0,0.5
xgboost,"('credit-g', 'label_noise')",False,0.0,0.05
xgboost,"('diabetes', 'covariate_shift')",False,0.0,0.05
xgboost,"('diabetes', 'label_noise')",False,0.0,0.1
xgboost,"('dna', 'covariate_shift')",False,0.8,0.8
xgboost,"('dna', 'label_noise')",False,0.1,0.1
xgboost,"('dresses-sales', 'covariate_shift')",False,0.0,0.05
xgboost,"('dresses-sales', 'label_noise')",False,0.0,0.05
xgboost,"('eucalyptus', 'covariate_shift')",False,0.0,0.0
xgboost,"('eucalyptus', 'label_noise')",False,0.0,0.1
xgboost,"('first-order-theorem-proving', 'covariate_shift')",False,0.0,0.0
xgboost,"('first-order-theorem-proving', 'label_noise')",False,0.0,0.1
xgboost,"('ilpd', 'covariate_shift')",False,0.0,0.0
xgboost,"('ilpd', 'label_noise')",False,0.0,0.1
xgboost,"('kc1', 'covariate_shift')",False,0.0,0.05
xgboost,"('kc1', 'label_noise')",False,0.0,0.05
xgboost,"('kr-vs-kp', 'covariate_shift')",False,0.8,0.8
xgboost,"('kr-vs-kp', 'label_noise')",False,0.0,0.0
xgboost,"('mfeat-factors', 'covariate_shift')",True,0.1,0.1
xgboost,"('mfeat-factors', 'label_noise')",True,0.2,0.2
xgboost,"('mfeat-fourier', 'covariate_shift')",True,0.05,0.1
xgboost,"('mfeat-fourier', 'label_noise')",True,0.1,0.1
xgboost,"('mfeat-karhunen', 'covariate_shift')",True,0.1,0.1
xgboost,"('mfeat-karhunen', 'label_noise')",True,0.2,0.2
xgboost,"('mfeat-morphological', 'covariate_shift')",False,0.0,0.1
xgboost,"('mfeat-morphological', 'label_noise')",False,0.0,0.1
xgboost,"('mfeat-zernike', 'covariate_shift')",False,0.0,0.2
xgboost,"('mfeat-zernike', 'label_noise')",False,0.0,0.3
xgboost,"('optdigits', 'covariate_shift')",True,0.1,0.1
xgboost,"('optdigits', 'label_noise')",True,0.2,0.2
xgboost,"('ozone-level-8hr', 'covariate_shift')",False,0.0,0.1
xgboost,"('ozone-level-8hr', 'label_noise')",False,0.0,0.1
xgboost,"('pc1', 'covariate_shift')",False,0.0,0.05
xgboost,"('pc1', 'label_noise')",False,0.0,0.0
xgboost,"('pc3', 'covariate_shift')",False,0.0,0.0
xgboost,"('pc3', 'label_noise')",False,0.0,0.1
xgboost,"('pc4', 'covariate_shift')",False,0.0,0.05
xgboost,"('pc4', 'label_noise')",False,0.0,0.05
xgboost,"('pendigits', 'covariate_shift')",True,0.05,0.05
xgboost,"('pendigits', 'label_noise')",True,0.2,0.2
xgboost,"('phoneme', 'covariate_shift')",False,0.0,0.0
xgboost,"('phoneme', 'label_noise')",False,0.05,0.1
xgboost,"('qsar-biodeg', 'covariate_shift')",False,0.0,0.0
xgboost,"('qsar-biodeg', 'label_noise')",False,0.0,0.05
xgboost,"('satimage', 'covariate_shift')",False,0.0,0.05
xgboost,"('satimage', 'label_noise')",False,0.2,0.2
xgboost,"('segment', 'covariate_shift')",False,0.0,0.0
xgboost,"('segment', 'label_noise')",False,0.1,0.1
xgboost,"('spambase', 'covariate_shift')",False,0.0,0.0
xgboost,"('spambase', 'label_noise')",False,0.05,0.05
xgboost,"('splice', 'covariate_shift')",True,0.8,0.8
xgboost,"('splice', 'label_noise')",True,0.05,0.1
xgboost,"('steel-plates-fault', 'covariate_shift')",True,0.8,0.8
xgboost,"('steel-plates-fault', 'label_noise')",True,0.05,0.05
xgboost,"('texture', 'covariate_shift')",True,0.05,0.05
xgboost,"('texture', 'label_noise')",True,0.2,0.2
xgboost,"('tic-tac-toe', 'covariate_shift')",False,0.8,0.8
xgboost,"('tic-tac-toe', 'label_noise')",False,0.0,0.0
xgboost,"('vehicle', 'covariate_shift')",False,0.0,0.05
xgboost,"('vehicle', 'label_noise')",False,0.0,0.2
xgboost,"('vowel', 'covariate_shift')",False,0.0,0.0
xgboost,"('vowel', 'label_noise')",False,0.05,0.1
xgboost,"('wall-robot-navigation', 'covariate_shift')",False,0.0,0.0
xgboost,"('wall-robot-navigation', 'label_noise')",False,0.1,0.1
xgboost,"('wdbc', 'covariate_shift')",True,0.0,0.0
xgboost,"('wdbc', 'label_noise')",True,0.05,0.05
